ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,sentiment
47,19,13,2024-06-01,4,Five  stars  for  the  quick  delivery.,positive
48,70,17,2023-10-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,positive
49,3,7,2025-06-09,3,"Good  quality,  but  could    be  cheaper.",positive
50,62,4,2023-01-07,1,The  product  stopped  working  after  a  month.,negative
51,49,17,2023-04-14,4,Five  stars  for  the  quick  delivery.,positive
52,75,11,2024-04-07,4,"I  love  this  product,  will  buy  again!",positive
53,73,18,2025-12-28,4,Five  stars  for    the  quick  delivery.,positive
54,33,8,2023-05-03,5,"Excellent  product,  highly  recommend!",positive
55,57,9,2025-11-03,3,Customer  support  was    very  helpful.,positive
56,15,10,2025-12-11,3,Shipping  was  fast  and  the  item  was  well-packaged.,positive
57,41,10,2024-04-06,2,Disappointed  with  the  performance.,negative
58,78,7,2024-07-16,2,"The  product    is  okay,  but  the  instructions  were  unclear.",neutral
59,98,9,2024-09-01,4,The  build  quality  is  impressive.,positive
60,11,16,2023-12-27,4,"Great  purchase,  very  satisfied.",positive
61,50,19,2023-02-24,4,"Great  purchase,    very  satisfied.",positive
62,35,17,2023-03-18,2,"Average  experience,  nothing  special.",negative
63,93,2,2025-01-05,4,Five  stars  for  the  quick  delivery.,positive
64,86,11,2025-10-30,4,Customer  support  was  very  helpful.,positive
65,34,3,2024-06-15,1,Not  worth  the  money.,negative
66,94,16,2023-06-17,4,"I  love  this  product,  will  buy    again!",positive
67,67,13,2025-04-12,3,"Average  experience,  nothing  special.",negative
68,38,7,2023-03-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
69,77,12,2025-08-03,3,Five  stars  for  the  quick  delivery.,positive
70,93,5,2024-01-30,4,Shipping  was  fast    and  the  item  was  well-packaged.,positive
71,24,11,2025-07-28,3,"Good  quality,  but  could  be  cheaper.",positive
72,29,4,2023-05-29,5,The    build  quality  is  impressive.,positive
73,68,19,2025-05-05,5,"I  love  this  product,  will  buy  again!",positive
74,59,9,2023-05-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
75,22,3,2024-01-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
76,9,10,2025-08-31,4,"Great  purchase,  very  satisfied.",positive
77,74,5,2023-03-15,4,"Great  purchase,    very  satisfied.",positive
78,6,10,2024-12-09,5,Five  stars  for  the  quick  delivery.,positive
79,84,15,2024-05-28,2,The  product  arrived    late.,negative
80,98,16,2025-05-24,3,Not  worth  the  money.,negative
81,3,19,2024-09-04,4,Five  stars  for  the  quick  delivery.,positive
82,78,13,2023-05-02,4,Shipping    was  fast  and  the  item  was  well-packaged.,positive
83,32,11,2025-05-26,4,The  quality  is    top-notch.,positive
84,40,20,2023-07-17,4,"Good  quality,  but  could  be  cheaper.",positive
85,17,6,2025-10-25,5,Five  stars  for  the  quick  delivery.,positive
86,78,3,2025-10-06,5,"Excellent  product,  highly  recommend!",positive
87,89,17,2023-05-26,3,Not    worth  the  money.,negative
88,93,19,2025-08-26,4,Exceeded  my  expectations!,positive
89,60,3,2024-07-08,3,The  quality  is  top-notch.,positive
90,47,17,2025-11-12,4,Five  stars  for  the  quick  delivery.,positive
91,4,16,2025-09-27,3,"Great  purchase,  very  satisfied.",positive
92,2,16,2023-11-21,3,Not  worth  the  money.,negative
93,60,13,2024-09-05,3,Not  worth  the  money.,negative
94,2,16,2025-03-14,4,The  quality  is  top-notch.,positive
95,16,16,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
96,19,13,2023-09-02,3,"Good  quality,  but  could  be  cheaper.",positive
97,64,6,2024-01-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
98,96,3,2025-11-20,5,Exceeded  my  expectations!,positive
99,79,16,2025-01-29,2,"Average  experience,  nothing  special.",negative
100,9,2,2025-06-20,3,Not  worth  the  money.,negative
101,61,18,2024-09-11,5,The  build  quality  is  impressive.,positive
102,4,2,2025-08-22,5,"Excellent  product,  highly  recommend!",positive
103,82,14,2024-11-17,5,The  quality  is  top-notch.,positive
104,96,5,2023-01-06,4,"I  love    this  product,  will  buy  again!",positive
105,32,12,2024-08-27,2,The  product    arrived  late.,negative
106,94,17,2024-02-25,2,"Average  experience,  nothing  special.",negative
107,26,10,2025-02-17,5,Five  stars  for    the  quick  delivery.,positive
108,80,17,2023-12-22,5,Five  stars  for  the    quick  delivery.,positive
109,38,10,2023-07-25,4,Customer  support  was  very  helpful.,positive
110,54,12,2024-08-02,4,Customer    support  was  very  helpful.,positive
111,43,7,2023-11-05,4,Five  stars  for  the  quick  delivery.,positive
112,87,3,2023-05-26,5,"Excellent  product,  highly  recommend!",positive
113,27,9,2024-03-31,2,Disappointed  with  the  performance.,negative
114,52,19,2025-05-04,2,"Average  experience,  nothing  special.",negative
115,82,9,2023-09-28,4,Five  stars  for  the  quick  delivery.,positive
116,70,18,2023-07-23,4,The  quality  is  top-notch.,positive
117,20,14,2025-04-19,4,Customer  support  was  very  helpful.,positive
118,59,6,2024-05-01,1,The  product  arrived  late.,negative
119,34,5,2025-09-06,4,"Great  purchase,  very    satisfied.",positive
120,3,20,2024-08-18,4,The  quality  is  top-notch.,positive
121,91,1,2025-11-02,2,"Good  quality,  but  could  be  cheaper.",positive
122,83,14,2024-09-27,2,Not  worth  the  money.,negative
123,93,1,2025-09-22,4,"Good  quality,  but  could  be  cheaper.",positive
124,36,16,2023-07-17,5,Customer  support  was  very  helpful.,positive
125,55,11,2025-12-20,5,"I  love  this  product,  will  buy  again!",positive
126,32,10,2024-08-12,5,Exceeded  my  expectations!,positive
127,47,8,2025-03-25,4,"Great  purchase,  very  satisfied.",positive
128,71,20,2023-12-13,2,"Average  experience,  nothing  special.",negative
129,46,13,2025-02-14,4,"Good  quality,  but  could  be  cheaper.",positive
130,88,3,2025-09-22,5,"Great    purchase,  very  satisfied.",positive
131,42,5,2023-06-16,5,Amazing  value  for  the  price.,positive
132,21,7,2025-11-13,2,Product  did  not  meet  my  expectations.,negative
133,40,4,2025-05-24,4,The  quality  is  top-notch.,positive
134,74,4,2024-03-27,3,"Good  quality,  but  could    be  cheaper.",positive
135,48,14,2023-06-08,4,"I  love  this  product,  will  buy  again!",positive
136,17,3,2025-03-27,5,Amazing  value  for    the  price.,positive
137,88,6,2023-03-02,4,"Good  quality,  but  could    be  cheaper.",positive
138,28,15,2023-01-18,5,Five  stars  for  the  quick  delivery.,positive
139,36,16,2023-04-20,4,Customer  support  was  very  helpful.,positive
140,53,18,2023-12-03,3,"Good  quality,  but  could  be  cheaper.",positive
141,98,9,2024-10-15,5,Amazing  value  for  the    price.,positive
142,15,7,2023-08-04,5,"Excellent  product,  highly  recommend!",positive
143,3,12,2023-04-12,3,"Average  experience,  nothing  special.",negative
144,27,15,2025-08-16,4,The  build  quality  is  impressive.,positive
145,27,10,2024-03-05,3,"The    product  is  okay,  but  the  instructions  were  unclear.",neutral
146,5,13,2025-01-09,4,"I  love  this  product,  will  buy  again!",positive
147,100,20,2025-01-25,2,"Average  experience,  nothing  special.",negative
148,17,18,2024-11-05,1,"Average  experience,  nothing  special.",negative
149,50,3,2023-12-20,4,The  quality  is  top-notch.,positive
150,4,15,2024-06-18,5,"I  love  this  product,  will  buy    again!",positive
151,21,19,2023-10-30,3,"Good  quality,  but  could  be  cheaper.",positive
152,32,16,2025-12-15,3,"Good  quality,  but    could  be  cheaper.",neutral
153,95,11,2023-11-06,5,Amazing  value  for  the  price.,positive
154,3,12,2023-12-19,4,The  quality  is  top-notch.,positive
155,89,3,2025-12-10,4,Customer  support  was  very  helpful.,positive
156,5,7,2025-01-26,5,The  build  quality  is  impressive.,positive
157,10,17,2025-10-14,2,The  product  arrived  late.,negative
158,37,2,2024-04-16,5,"Great  purchase,  very  satisfied.",positive
159,23,12,2023-09-01,5,"I  love  this  product,    will  buy  again!",positive
160,71,9,2024-01-02,2,Not  worth  the  money.,negative
161,9,18,2025-08-05,2,The  product  arrived    late.,negative
162,64,20,2023-07-25,3,"Average  experience,  nothing  special.",negative
163,89,7,2023-05-27,5,The  quality  is  top-notch.,positive
164,25,19,2024-03-16,2,Product  did  not    meet  my  expectations.,negative
165,97,3,2025-06-03,4,The  quality  is  top-notch.,positive
166,87,3,2023-11-01,3,"Good    quality,  but  could  be  cheaper.",positive
167,28,16,2023-08-02,2,Product  did  not  meet    my  expectations.,negative
168,72,2,2025-12-13,3,Customer  support  was  very  helpful.,positive
169,26,8,2025-09-28,5,Five  stars  for  the  quick    delivery.,positive
170,53,13,2024-06-23,5,The  build  quality  is  impressive.,positive
171,2,16,2024-02-16,3,Not  worth  the  money.,negative
172,79,2,2024-11-23,3,Not  worth  the  money.,negative
173,15,16,2025-05-30,5,Customer  support  was  very  helpful.,positive
174,91,8,2024-06-23,4,"I  love  this  product,  will  buy  again!",positive
175,3,6,2024-11-02,3,"Good  quality,  but  could  be  cheaper.",positive
176,21,11,2023-11-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
177,93,19,2025-07-03,4,"I  love  this  product,  will  buy  again!",positive
178,17,20,2025-05-25,4,The  quality  is    top-notch.,positive
179,46,20,2025-11-26,4,"Great  purchase,  very  satisfied.",positive
180,77,5,2023-03-08,4,"Great  purchase,    very  satisfied.",positive
181,4,3,2024-08-09,4,The  build  quality  is  impressive.,positive
182,21,11,2024-03-08,5,"Excellent  product,  highly  recommend!",positive
183,13,5,2025-06-08,4,"Great  purchase,  very  satisfied.",positive
184,59,5,2024-12-29,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
185,8,6,2023-11-13,2,Product  did  not  meet  my  expectations.,negative
186,22,13,2023-02-17,4,The  quality  is  top-notch.,positive
187,58,18,2025-05-01,4,The  quality  is  top-notch.,positive
188,70,5,2025-09-19,5,Exceeded  my  expectations!,positive
189,83,7,2025-03-13,2,The  product    arrived  late.,negative
190,83,3,2023-08-10,3,"Good  quality,  but  could  be  cheaper.",positive
191,68,3,2024-09-05,4,"Great  purchase,    very  satisfied.",positive
192,42,17,2023-08-04,5,"Excellent  product,  highly  recommend!",positive
193,84,20,2024-06-21,3,"The  product  is  okay,  but  the  instructions  were    unclear.",neutral
194,7,7,2025-05-19,1,The  product  arrived  late.,negative
195,75,5,2023-10-25,5,Amazing  value  for  the  price.,positive
196,91,2,2023-10-29,3,"Average  experience,  nothing  special.",negative
197,51,15,2024-11-27,4,"I  love  this  product,    will  buy  again!",positive
198,57,8,2023-08-27,5,Five  stars  for  the  quick  delivery.,positive
199,6,13,2024-08-20,5,The    quality  is  top-notch.,positive
200,30,17,2025-01-09,3,"Good  quality,  but  could  be  cheaper.",positive
201,59,6,2023-05-23,2,Not  worth  the  money.,negative
202,33,9,2023-09-06,5,Amazing  value  for  the  price.,positive
203,66,18,2023-11-22,3,"Average  experience,  nothing  special.",negative
204,95,14,2024-11-29,4,"Great  purchase,  very    satisfied.",positive
205,88,12,2023-04-06,5,Amazing  value  for  the  price.,positive
206,72,14,2023-08-22,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
207,95,18,2025-06-07,4,"I  love  this  product,  will  buy  again!",positive
208,94,8,2023-03-25,4,"Great  purchase,  very  satisfied.",positive
209,70,8,2025-11-05,3,"Average  experience,  nothing  special.",negative
210,28,1,2023-12-10,2,The  product  arrived  late.,negative
211,84,12,2025-03-07,4,Five  stars  for  the  quick  delivery.,positive
212,87,10,2023-01-03,1,"Terrible  customer  service,  would  not  buy  again.",negative
213,7,13,2024-04-09,5,Shipping  was  fast  and    the  item  was  well-packaged.,positive
214,53,18,2025-04-13,3,Five  stars  for  the  quick  delivery.,positive
215,55,10,2024-01-07,2,Product  did  not  meet  my  expectations.,negative
216,49,7,2023-11-14,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
217,62,11,2023-08-19,5,Amazing  value    for  the  price.,positive
218,35,8,2024-09-14,4,The  quality  is  top-notch.,positive
219,90,9,2023-02-18,4,Five  stars  for  the  quick  delivery.,positive
220,78,9,2025-08-12,2,Disappointed  with  the  performance.,negative
221,26,2,2024-10-21,4,The  build  quality  is  impressive.,positive
222,54,14,2024-02-28,5,Customer  support  was  very  helpful.,positive
223,37,16,2023-07-31,5,Exceeded  my  expectations!,positive
224,68,15,2023-03-27,4,"Great  purchase,    very  satisfied.",positive
225,80,1,2025-09-08,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
226,60,9,2023-08-23,2,The  product  arrived  late.,negative
227,74,11,2024-08-10,4,"Good    quality,  but  could  be  cheaper.",positive
228,20,19,2025-10-23,2,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
229,69,12,2023-02-07,4,The    quality  is  top-notch.,positive
230,54,11,2023-10-19,2,The  product  arrived  late.,negative
231,15,16,2025-04-15,5,Five  stars  for  the  quick  delivery.,positive
232,17,3,2025-10-11,5,Five  stars  for  the  quick  delivery.,positive
233,81,4,2024-11-14,2,The  product  arrived  late.,negative
234,80,9,2023-03-06,5,The  build  quality  is  impressive.,positive
235,54,3,2024-03-18,4,Customer  support  was  very  helpful.,positive
236,55,16,2025-03-03,5,"Great  purchase,  very  satisfied.",positive
237,44,2,2025-09-29,4,The  quality  is  top-notch.,positive
238,47,9,2023-04-18,4,"Great  purchase,  very  satisfied.",positive
239,45,9,2024-01-28,5,Exceeded  my  expectations!,positive
240,20,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,positive
241,61,15,2024-04-22,4,Five  stars  for  the  quick  delivery.,positive
242,20,20,2025-06-07,4,The  quality  is  top-notch.,positive
243,24,11,2023-02-17,1,I  had  a  bad  experience  with  this  product.,negative
244,36,4,2023-08-25,4,"Great  purchase,  very  satisfied.",positive
245,50,3,2023-03-23,3,"Good  quality,  but  could  be  cheaper.",positive
246,71,12,2023-07-23,4,The    quality  is  top-notch.,positive
247,28,6,2025-11-24,5,"Excellent  product,  highly    recommend!",positive
248,81,6,2023-07-15,3,"Good  quality,  but  could  be  cheaper.",positive
249,75,2,2023-01-04,1,"Not    satisfied,  the  product  broke  after  a  week.",negative
250,22,11,2023-09-21,1,The  product  stopped  working  after  a  month.,negative
251,16,2,2024-02-01,4,"Good  quality,  but  could  be  cheaper.",positive
252,6,6,2025-03-18,5,The  build  quality  is    impressive.,positive
253,75,15,2024-08-03,3,"Great  purchase,  very  satisfied.",positive
254,30,19,2025-12-31,3,"Average  experience,  nothing  special.",negative
255,13,16,2024-01-23,5,"I  love  this  product,  will  buy  again!",positive
256,91,3,2024-02-11,4,"Good  quality,  but  could  be  cheaper.",positive
257,84,13,2023-10-03,3,"Average  experience,  nothing    special.",negative
258,34,7,2025-05-13,4,"Great    purchase,  very  satisfied.",positive
259,75,2,2023-08-24,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
260,44,18,2024-03-07,3,"Average  experience,  nothing  special.",negative
261,29,12,2024-10-15,4,Customer  support  was  very  helpful.,positive
262,45,7,2024-07-07,5,Five  stars  for    the  quick  delivery.,positive
263,47,8,2024-10-21,4,Customer  support  was  very  helpful.,positive
264,96,18,2025-08-19,4,Shipping  was  fast  and  the    item  was  well-packaged.,positive
265,22,19,2024-05-14,4,"I  love  this  product,  will  buy  again!",positive
266,62,5,2025-02-22,5,"Excellent  product,    highly  recommend!",positive
267,55,19,2023-12-01,3,"The  product  is    okay,  but  the  instructions  were  unclear.",neutral
268,98,17,2023-10-28,5,The  build  quality    is  impressive.,positive
269,75,4,2023-11-18,4,The  quality  is  top-notch.,positive
270,46,6,2023-09-25,1,The  color  was  different  from  what  was  shown.,neutral
271,21,17,2025-08-08,5,The    build  quality  is  impressive.,positive
272,39,17,2023-03-26,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
273,10,2,2024-10-09,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
274,93,11,2023-04-07,5,"I  love  this  product,  will  buy  again!",positive
275,45,12,2023-04-03,4,Five  stars  for  the  quick  delivery.,positive
276,86,1,2025-01-29,5,The  quality  is  top-notch.,positive
277,22,6,2025-03-21,4,The  quality  is  top-notch.,positive
278,80,20,2023-03-01,5,Amazing  value  for  the  price.,positive
279,86,5,2023-07-21,5,Customer  support  was  very  helpful.,positive
280,68,19,2023-11-09,4,"Good  quality,  but  could  be  cheaper.",positive
281,71,5,2025-11-19,4,"I  love  this  product,  will  buy  again!",positive
282,59,5,2023-02-17,3,"Average  experience,  nothing  special.",negative
283,87,13,2023-02-14,5,"I  love  this  product,  will  buy  again!",positive
284,89,13,2023-09-01,4,"Great  purchase,  very  satisfied.",positive
285,29,3,2023-08-25,4,"Good  quality,  but  could    be  cheaper.",positive
286,53,16,2023-05-04,5,"I  love  this  product,  will  buy  again!",positive
287,75,6,2025-02-14,5,"I  love  this  product,  will    buy  again!",positive
288,68,17,2024-06-21,5,"Excellent  product,  highly  recommend!",positive
289,87,15,2023-10-04,5,Customer  support  was    very  helpful.,positive
290,20,14,2024-09-23,2,"Average  experience,  nothing  special.",negative
291,17,7,2025-12-06,5,"I  love  this  product,  will  buy  again!",positive
292,15,7,2025-10-19,5,Customer  support  was  very  helpful.,positive
293,25,13,2023-02-14,3,Not  worth    the  money.,negative
294,63,13,2023-11-09,3,Not  worth  the  money.,negative
295,61,6,2024-10-13,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
296,85,18,2023-12-13,4,The    quality  is  top-notch.,positive
297,92,16,2023-08-06,3,"Average  experience,  nothing  special.",negative
298,41,15,2025-06-13,4,Five  stars  for  the  quick  delivery.,positive
299,93,13,2024-02-01,1,Product  did  not  meet  my  expectations.,negative
300,22,18,2023-05-09,2,Disappointed  with  the  performance.,negative
301,6,7,2023-05-30,4,"I  love  this  product,  will  buy  again!",positive
302,64,19,2024-10-08,5,The  quality  is  top-notch.,positive
303,20,10,2024-04-25,4,"Great  purchase,  very  satisfied.",positive
304,66,14,2023-02-01,3,"Average    experience,  nothing  special.",negative
305,87,7,2023-08-25,4,Customer  support  was  very  helpful.,positive
306,52,8,2025-07-19,3,"Average  experience,  nothing  special.",negative
307,63,16,2025-01-08,5,Exceeded  my  expectations!,positive
308,90,14,2023-04-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
309,70,11,2023-02-02,3,"Good  quality,  but  could  be  cheaper.",positive
310,40,1,2024-11-30,5,Exceeded  my  expectations!,positive
311,52,11,2023-11-14,4,Shipping  was  fast  and  the  item  was  well-packaged.,positive
312,90,3,2023-11-05,2,The  product  arrived  late.,negative
313,13,3,2024-01-14,4,"I    love  this  product,  will  buy  again!",positive
314,22,17,2025-10-06,2,Product  did  not  meet  my  expectations.,negative
315,32,7,2025-06-13,4,The  quality  is  top-notch.,positive
316,48,4,2025-08-15,5,Five  stars  for  the  quick    delivery.,positive
317,15,6,2023-08-04,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
318,97,4,2023-12-15,4,"Good  quality,  but  could  be  cheaper.",positive
319,86,6,2024-12-11,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
320,79,17,2023-02-24,4,The  quality  is  top-notch.,positive
321,58,12,2024-04-17,4,"Good  quality,  but  could  be  cheaper.",positive
322,76,13,2024-12-01,4,"Great    purchase,  very  satisfied.",positive
323,47,4,2023-04-24,4,Shipping  was    fast  and  the  item  was  well-packaged.,positive
324,89,5,2024-07-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,positive
325,78,6,2023-04-17,4,"Good  quality,  but  could  be  cheaper.",positive
326,17,14,2024-06-15,4,The  quality  is  top-notch.,positive
327,95,8,2023-08-25,4,The  quality  is  top-notch.,positive
328,100,13,2024-02-20,2,Not  worth  the  money.,negative
329,6,9,2024-12-07,3,The  quality  is  top-notch.,positive
330,22,14,2023-03-18,4,The  quality  is  top-notch.,positive
331,68,4,2023-08-17,5,"I  love  this  product,  will  buy  again!",positive
332,2,10,2024-11-06,5,The  build  quality  is  impressive.,positive
333,87,5,2024-06-02,4,"I  love  this  product,  will  buy  again!",positive
334,70,9,2025-04-14,5,Five  stars  for  the  quick    delivery.,positive
335,75,14,2024-03-12,5,"Great  purchase,  very  satisfied.",positive
336,8,8,2024-02-07,2,The  product  arrived  late.,negative
337,32,19,2024-05-22,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
338,98,4,2023-01-22,2,The  product  arrived  late.,negative
339,38,2,2025-01-11,5,Exceeded  my    expectations!,positive
340,95,17,2025-09-16,5,"I  love  this  product,  will  buy  again!",positive
341,62,3,2024-11-04,2,Not  worth  the  money.,negative
342,19,4,2025-06-15,4,The  build  quality  is  impressive.,positive
343,84,4,2025-04-13,3,"Average  experience,  nothing  special.",negative
344,21,10,2025-11-02,3,Not  worth  the  money.,negative
345,48,4,2024-07-24,4,"I  love  this  product,  will  buy  again!",positive
346,84,15,2025-06-27,5,The  build  quality  is  impressive.,positive
347,75,16,2025-08-19,1,Disappointed    with  the  performance.,negative
348,52,13,2024-03-05,2,Not  worth  the  money.,negative
349,26,11,2024-11-19,3,"I  love  this  product,  will  buy  again!",positive
350,57,6,2025-08-22,3,Not    worth  the  money.,negative
351,55,5,2023-05-02,3,"The  product  is  okay,  but    the  instructions  were  unclear.",neutral
352,43,11,2025-12-22,3,"Average  experience,  nothing  special.",negative
353,36,15,2025-09-08,5,"Great    purchase,  very  satisfied.",positive
354,50,18,2024-01-03,2,"Average  experience,  nothing  special.",negative
355,59,9,2024-03-04,2,"Average  experience,  nothing  special.",negative
356,86,14,2023-11-23,1,The  product  arrived  late.,negative
357,1,3,2024-04-01,4,Five  stars  for  the  quick  delivery.,positive
358,13,15,2023-11-20,3,"Average  experience,  nothing  special.",negative
359,79,15,2024-05-04,5,Amazing  value  for  the  price.,positive
360,33,15,2025-09-09,5,"Excellent  product,  highly  recommend!",positive
361,71,7,2024-02-12,5,"Excellent  product,  highly  recommend!",positive
362,33,11,2024-02-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
363,17,15,2025-04-15,4,"Good  quality,  but  could  be  cheaper.",positive
364,46,8,2024-04-26,5,The  build  quality  is  impressive.,positive
365,90,20,2025-10-24,3,"Good  quality,  but  could  be    cheaper.",positive
366,46,7,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,positive
367,96,1,2024-07-02,3,Not  worth  the    money.,negative
368,34,8,2025-05-11,1,"Not  satisfied,  the  product  broke  after  a  week.",negative
369,48,4,2024-12-19,4,Customer  support  was  very  helpful.,positive
370,73,6,2023-04-13,4,The  quality  is  top-notch.,positive
371,29,1,2024-01-20,2,Product  did  not  meet  my  expectations.,negative
372,91,6,2023-05-10,4,"I  love  this  product,  will    buy  again!",positive
373,92,14,2025-07-12,1,"Average  experience,  nothing  special.",negative
374,89,12,2023-02-08,1,The  product    stopped  working  after  a  month.,negative
375,73,4,2024-12-16,5,The  build  quality  is  impressive.,positive
376,38,6,2023-07-03,3,"Good  quality,    but  could  be  cheaper.",positive
377,77,4,2023-11-29,5,"Excellent  product,  highly  recommend!",positive
378,64,9,2024-03-20,2,The  product  arrived    late.,negative
379,62,4,2023-01-27,5,The    quality  is  top-notch.,positive
380,52,4,2024-02-23,4,"I  love    this  product,  will  buy  again!",positive
381,45,4,2024-01-24,3,"Good  quality,  but    could  be  cheaper.",neutral
382,38,7,2023-09-03,4,"Good  quality,    but  could  be  cheaper.",positive
383,54,13,2024-09-05,5,Amazing  value  for  the  price.,positive
384,20,3,2025-06-04,3,Not  worth  the  money.,negative
385,81,5,2023-06-09,4,Five  stars  for  the  quick  delivery.,positive
386,86,5,2024-04-09,3,"Good  quality,  but  could  be  cheaper.",positive
387,42,14,2025-03-29,5,Shipping  was  fast  and  the    item  was  well-packaged.,positive
388,99,1,2025-12-10,1,Disappointed  with  the  performance.,negative
389,14,2,2024-09-14,5,"Excellent  product,  highly  recommend!",positive
390,30,10,2023-05-22,3,"Good  quality,  but  could  be  cheaper.",positive
391,98,20,2024-01-05,3,"Average  experience,  nothing  special.",negative
392,93,11,2023-06-29,5,Amazing  value  for  the  price.,positive
393,6,20,2024-04-18,2,Product  did  not  meet  my  expectations.,negative
394,7,4,2024-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",neutral
395,35,9,2025-04-12,4,The  quality  is  top-notch.,positive
396,75,6,2025-09-12,3,"Good    quality,  but  could  be  cheaper.",positive
397,11,14,2024-04-23,4,The  quality  is  top-notch.,positive
398,17,7,2023-09-02,5,"I  love  this  product,  will  buy  again!",positive
399,68,1,2024-07-21,3,"Average  experience,  nothing  special.",negative
400,42,10,2023-06-30,3,Not  worth  the  money.,negative
